"extra_hours","raw_extra_pay","extra_pay_with_taper","extra_pay_with_tax","extra_pay_with_taper_tax","extra_pay_wa_baseline_0","extra_pay_wa_baseline_7","extra_pay_wa_baseline_8"
0,0,0,0,0,0,0,0
0.01,0.0891,0.032967,0.060588,0.02241756,0.0891,0.0891,0.0891
0.02,0.1782,0.065934,0.121176,0.04483512,0.1782,0.1782,0.1782
0.03,0.2673,0.098901,0.181764,0.06725268,0.2673,0.2673,0.2673
0.04,0.3564,0.131868,0.242352,0.08967024,0.3564,0.3564,0.3564
0.05,0.4455,0.164835,0.30294,0.1120878,0.4455,0.4455,0.4455
0.06,0.5346,0.197802,0.363528,0.13450536,0.5346,0.5346,0.5346
0.07,0.6237,0.230769,0.424116,0.15692292,0.6237,0.6237,0.6237
0.08,0.7128,0.263736,0.484704,0.17934048,0.7128,0.7128,0.7128
0.09,0.8019,0.296703,0.545292,0.20175804,0.8019,0.8019,0.8019
0.1,0.891,0.32967,0.60588,0.2241756,0.891,0.891,0.891
0.11,0.9801,0.362637,0.666468,0.24659316,0.9801,0.9801,0.9801
0.12,1.0692,0.395604,0.727056,0.26901072,1.0692,1.0692,1.0692
0.13,1.1583,0.428571,0.787644,0.29142828,1.1583,1.1583,1.1583
0.14,1.2474,0.461538,0.848232,0.31384584,1.2474,1.2474,1.2474
0.15,1.3365,0.494505,0.90882,0.3362634,1.3365,1.3365,1.3365
0.16,1.4256,0.527472,0.969408,0.35868096,1.4256,1.4256,1.4256
0.17,1.5147,0.560439,1.029996,0.38109852,1.5147,1.5147,1.5147
0.18,1.6038,0.593406,1.090584,0.40351608,1.6038,1.6038,1.6038
0.19,1.6929,0.626373,1.151172,0.42593364,1.6929,1.6929,1.6929
0.2,1.782,0.65934,1.21176,0.4483512,1.782,1.782,1.782
0.21,1.8711,0.692307,1.272348,0.47076876,1.8711,1.8711,1.8711
0.22,1.9602,0.725274,1.332936,0.49318632,1.9602,1.9602,1.9602
0.23,2.0493,0.758241,1.393524,0.51560388,2.0493,2.0493,1.999341
0.24,2.1384,0.791208,1.454112,0.53802144,2.1384,2.1384,2.032308
0.25,2.2275,0.824175,1.5147,0.560439,2.2275,2.2275,2.065275
0.26,2.3166,0.857142,1.575288,0.58285656,2.3166,2.3166,2.098242
0.27,2.4057,0.890109,1.635876,0.60527412,2.4057,2.4057,2.131209
0.28,2.4948,0.923076,1.696464,0.62769168,2.4948,2.4948,2.164176
0.29,2.5839,0.956043,1.757052,0.65010924,2.5839,2.5839,2.197143
0.3,2.673,0.98901,1.81764,0.6725268,2.673,2.673,2.23011
0.31,2.7621,1.021977,1.878228,0.69494436,2.7621,2.7621,2.263077
0.32,2.8512,1.054944,1.938816,0.71736192,2.8512,2.8512,2.296044
0.33,2.9403,1.087911,1.999404,0.73977948,2.9403,2.9403,2.329011
0.34,3.0294,1.120878,2.059992,0.76219704,3.0294,3.0294,2.361978
0.35,3.1185,1.153845,2.12058,0.7846146,3.1185,3.1185,2.394945
0.36,3.2076,1.186812,2.181168,0.80703216,3.2076,3.2076,2.427912
0.37,3.2967,1.219779,2.241756,0.82944972,3.2967,3.2967,2.460879
0.38,3.3858,1.252746,2.302344,0.85186728,3.3858,3.3858,2.493846
0.39,3.4749,1.285713,2.362932,0.87428484,3.4749,3.4749,2.526813
0.4,3.564,1.31868,2.42352,0.8967024,3.564,3.564,2.55978
0.41,3.6531,1.351647,2.484108,0.91911996,3.6531,3.6531,2.592747
0.42,3.7422,1.384614,2.544696,0.94153752,3.7422,3.7422,2.625714
0.43,3.8313,1.417581,2.605284,0.96395508,3.8313,3.8313,2.658681
0.44,3.9204,1.450548,2.665872,0.98637264,3.9204,3.9204,2.691648
0.45,4.0095,1.483515,2.72646,1.0087902,4.0095,4.0095,2.724615
0.46,4.0986,1.516482,2.787048,1.03120776,4.0986,4.0986,2.757582
0.47,4.1877,1.549449,2.847636,1.05362532,4.1877,4.1877,2.790549
0.48,4.2768,1.582416,2.908224,1.07604288,4.2768,4.2768,2.823516
0.49,4.3659,1.615383,2.968812,1.09846044,4.3659,4.3659,2.856483
0.5,4.455,1.64835,3.0294,1.120878,4.455,4.455,2.88945
0.51,4.5441,1.681317,3.089988,1.14329556,4.5441,4.5441,2.922417
0.52,4.6332,1.714284,3.150576,1.16571312,4.6332,4.6332,2.955384
0.53,4.7223,1.747251,3.211164,1.18813068,4.7223,4.7223,2.988351
0.54,4.8114,1.780218,3.271752,1.21054824,4.8114,4.8114,3.021318
0.55,4.9005,1.813185,3.33234,1.2329658,4.9005,4.9005,3.054285
0.56,4.9896,1.846152,3.392928,1.25538336,4.9896,4.9896,3.087252
0.57,5.0787,1.879119,3.453516,1.27780092,5.0787,5.0787,3.120219
0.58,5.1678,1.912086,3.514104,1.30021848,5.1678,5.1678,3.153186
0.59,5.2569,1.945053,3.574692,1.32263604,5.2569,5.2569,3.186153
0.6,5.346,1.97802,3.63528,1.3450536,5.346,5.346,3.21912
0.61,5.4351,2.010987,3.695868,1.36747116,5.4351,5.4351,3.252087
0.62,5.5242,2.043954,3.756456,1.38988872,5.5242,5.5242,3.28505399999999
0.63,5.6133,2.076921,3.817044,1.41230628,5.6133,5.6133,3.318021
0.64,5.7024,2.109888,3.877632,1.43472384,5.7024,5.7024,3.350988
0.65,5.7915,2.142855,3.93822,1.4571414,5.7915,5.7915,3.383955
0.66,5.8806,2.175822,3.998808,1.47955896,5.8806,5.8806,3.416922
0.67,5.9697,2.208789,4.059396,1.50197652,5.9697,5.9697,3.449889
0.68,6.0588,2.241756,4.119984,1.52439408,6.0588,6.0588,3.482856
0.69,6.1479,2.274723,4.180572,1.54681164,6.1479,6.1479,3.515823
0.7,6.237,2.30769,4.24116,1.5692292,6.237,6.237,3.54879
0.71,6.3261,2.340657,4.301748,1.59164676,6.3261,6.3261,3.581757
0.72,6.4152,2.373624,4.362336,1.61406432,6.4152,6.4152,3.614724
0.73,6.5043,2.406591,4.422924,1.63648188,6.5043,6.5043,3.647691
0.74,6.5934,2.439558,4.483512,1.65889944,6.5934,6.5934,3.680658
0.75,6.6825,2.472525,4.5441,1.681317,6.6825,6.6825,3.713625
0.76,6.7716,2.505492,4.604688,1.70373456,6.7716,6.7716,3.746592
0.77,6.8607,2.538459,4.665276,1.72615212,6.8607,6.8607,3.779559
0.78,6.9498,2.571426,4.725864,1.74856968,6.9498,6.9498,3.812526
0.79,7.0389,2.604393,4.786452,1.77098724,7.0389,7.0389,3.845493
0.8,7.128,2.63736,4.84704,1.7934048,7.128,7.128,3.87846
0.81,7.2171,2.670327,4.907628,1.81582236,7.2171,7.2171,3.911427
0.82,7.3062,2.703294,4.968216,1.83823992,7.3062,7.3062,3.944394
0.83,7.3953,2.736261,5.028804,1.86065748,7.3953,7.3953,3.977361
0.84,7.4844,2.769228,5.089392,1.88307504,7.4844,7.4844,4.010328
0.85,7.5735,2.802195,5.14998,1.9054926,7.5735,7.5735,4.043295
0.86,7.6626,2.835162,5.210568,1.92791016,7.6626,7.6626,4.076262
0.87,7.7517,2.868129,5.271156,1.95032772,7.7517,7.7517,4.109229
0.88,7.8408,2.901096,5.331744,1.97274528,7.8408,7.8408,4.142196
0.89,7.9299,2.934063,5.392332,1.99516284,7.9299,7.9299,4.175163
0.9,8.019,2.96703,5.45292,2.0175804,8.019,8.019,4.20813
0.91,8.1081,2.999997,5.513508,2.03999796,8.1081,8.1081,4.24109699999999
0.92,8.1972,3.032964,5.574096,2.06241552,8.1972,8.1972,4.274064
0.93,8.2863,3.065931,5.634684,2.08483308,8.2863,8.2863,4.307031
0.94,8.3754,3.098898,5.695272,2.10725064,8.3754,8.3754,4.339998
0.95,8.4645,3.131865,5.75586,2.1296682,8.4645,8.4645,4.372965
0.96,8.5536,3.164832,5.816448,2.15208576,8.5536,8.5536,4.405932
0.97,8.6427,3.197799,5.877036,2.17450332,8.6427,8.6427,4.438899
0.98,8.7318,3.230766,5.937624,2.19692088,8.7318,8.7318,4.471866
0.99,8.8209,3.263733,5.998212,2.21933844,8.8209,8.8209,4.504833
1,8.91,3.2967,6.0588,2.241756,8.91,8.91,4.5378
1.01,8.9991,3.329667,6.119388,2.26417356,8.9991,8.9991,4.570767
1.02,9.0882,3.362634,6.179976,2.28659112,9.0882,9.0882,4.603734
1.03,9.1773,3.395601,6.240564,2.30900868,9.1773,9.1773,4.636701
